should_ban	comment_text
1	"Hi! 

How come you're gay?"
1	"m

Whatever. You're an stupid redneck hillbilly who is too uneducated to understand the most basic axioms of logic (defensive gun use cannot occur more than 100 percent of the time.) you're also a liar, since it doesn't say 33 million. The article says 1 million. Enjoy your fraudulent encyclopedia, you intellectual fraud. i hope you enjoy mastrbating to your gun collection at night and your middle school education which thinks it's possible for there to have been 33 million gun uses. It's not even logically possible for there to have been a million, but you have zero intellectual honesty or integrity and you might be the single dumbest two individuals I have ever met. Wikipedia is truly the last refuge for idiots who failed out of their formal education and cannot understand the most basic elements of logical argument. And you had no business removing all the other well sourced content I added showing that there WERE ONLy 1600 ACTUAL CASES REPORTED. God, how does someone as stupid as you manage to live?"
0	Even first year students would not produce such bad data. Measuring equipment usually has error less than 1% these days. I suggest you give a table of observed data, calculated data and residuals if you don't want to do a graphic.
0	"""

 Mangojuice, I am not against articles on coats of arms as such, that would be absurd. I am against using Western Sahara as a subsitute for the """"Sahrawi Republic"""". This is where the bug lies and this goes across all topics related to the Western Sahara conflict where koavf is involved (with his systematic reverts).
 Western Sahara is, again, 1) a disputed territroy and 2) under Moroccan administration. It has as such no national coat of arms (a part may be from the one of the power that administrates it). To have an article showing the coat of arms of the """"Sahrawi Republic"""" on the disputed Western Sahara territory is nothing but using wikipedia for Polisario political interests!
 The """"Sahrawi Republic"""", which is nothing but a governement in exile, has one however. It can appear on its page, I have no problem with it.
 Result: None - as far as I am aware of - is wanting to delete """"Coat of arms of the Sahrawi Arab Democratic Republic"""". It should only not be same as """"Coat of arms of Western Sahara""""
 I don't know whether this is clear or not, otherwise happy to discuss every detail.
 The problem we are having with koavf is that he is a fervent militant of the """"Sahrawi Republic"""" and wants absolutely to have Western Sahara be a subtitute for this republic ín Wikipedia.
 And he is editwarring everyone who thinks differently, even when this costs him to be blocked on indefinite, and again and again.
 Only a strong admin can stop him. The best solution would be to ban him from editing the topic as had been suggested once already.
 Unfortunately he is unblocked every time by admins who want to show good will, although he does not care and just ignore them once they have unblocked him.
 We are having this situation not for the first time now and this is really exhausting!

 Kind regards -  
 

"""
0	"AfD voting pattern 

Hi Unrepentant, 

I've noticed that you are nominating articles for deletion and then writing Delete in your nomination text. As nominator, you can't vote and so you should cease this practice in nominations and please delete your most recent edits where you've done this. You can start with Helen Krauze, which I've voted on. If you need help finding the others, you can use the snottywong tool]. You can use the tool also to keep track of your percentage of your votes that match the final results of the AfD. Your matches seem low to me. Using the same tool, you can look at mine  I'm often voting keep  or User:DGG  who also nominates many articles for deletion like you do  to compare. You may have already known about this tool! Good luck,"
0	"Hi 

Hi,
I know Moukity is going around claiming things on September 11th and it has been a week since then but he needs to have a sock puppet investigation done on his account Higgys, as that was an account made to harass me with, and no such investigation was done. Could there maybe even be a block on him since the things he has been saying in his edit summaries? I know he claims he's not coming back on here and I wasn't on here either for a while until today when I went to the Rescue Heroes article and found his edit. This is getting ridiculous since when I make an account to get away from HIM I'M blocked for sockpuppetry yet he has nothing done. This is ridiculous, please do something about this, block his IP or something. 134.153.184.17"
1	P.S don't talk to NeilN he called you and me stupid!
1	YOU TOO JEFF G, FUCKIN HOMOS.
1	"Regarding Your Message 

Can you please be more specific instead of just shouting at me?"
0	I want to know how long i have to wait before i can start vandalizing again, because i have something really good planned.
0	"test for time 

Time is"
0	"""

under Wikipediapoliciy harrasment is """"Harassment is defined as a pattern of offensive behavior that appears to a reasonable observer to have the purpose of adversely affecting a targeted person or persons, usually (but not always) for the purpose of threatening or intimidating the primary target. The intended outcome may be to make editing Wikipedia unpleasant for the target, to undermine them, to frighten them, or to discourage them from editing entirely.""""
No threats were made or implied only asked why the user continued to remove everything that showed themselves in an unflattering light.  """
1	GTFO U LITTLE NOOBLET
0	"""
Comment It's official: this stays as """"Hole in one"""". The end!  """
1	don't care. Come kill me c'mon!!!!!
0	"File:GoogleChromeWindows5037538.png
I have tagged File:GoogleChromeWindows5037538.png as , because it does not provide a fair use rationale. If you believe the image to be acceptable for fair use according to Wikipedia policy, please provide a rationale explaining as much, in accordance with the fair use rationale guideline, on the image description page. Some examples can be found at Wikipedia:Use rationale examples. Please also consider using  or one of the other tags listed at Wikipedia:Image copyright tags/Non-free. Thank you."
0	"""
 I don't think you counted right, because per WP:3RR: """"a series of consecutive saved revert edits by one user with no intervening edits by another user ... counts as one revert"""".  (talk|contribs)  """
0	"help 

i cant find anything on this mold i need help"
1	I'm not talking about wikipedia, I'm talking about real life. All the world except for you gayreeks should be treated nicely, you should be executed.
0	"Lamellae 

Lamellae (cf lamina) are structures like stacked plates or the pages of a book, such as found in the gills of fish or mushrooms, and are quite different from the comb-like structures on the edge of a duck's bill which should be referred to as pectines (singular pecten)."
1	ISIS massacred many civilians, including children. So far, no actual sources reported ISIS in control.
1	"Stop Fucking men up the arse James! 
Stop doing it in public, it's creeping me out. Thankyou asshole."
1	I'm sick of wikipedia. It's full of illiterates and idiots. Shove it.
1	this is a stupid idea. all it is doing is adding junk to an already good page
0	1:55, 20 March 2006 (UTC)
1	"Lol fred, now why on earth would I want to be unblocked?  Please ban me permanently.  This site is a farce.  I gave objective reasons why, and did so without a personal attack.  This is how you silence people.  Feel good Fred, you control knowledge, but it wont last long.  Knol is on the horizon, and the founders have created this sites replacement.  The days of your ability to silence people and mask bias as NPOV and control valid opposing viewpoints are short lived.  

Now please make the ban permanent."
0	It's better than nothing.
1	"African Black penis size compared to white penises 

More needs to be added about the imense size of our Black penises when compared to whites and asians, but I would hesitate too, not because I am white because I am Proud Black Africa BUt becuzise this is not a stereotype, this is truth124.180.159.192"
0	Beagel you have not justified the removal of sourced content. There is no single item of content that would not also be excluded with your logic about the long history of the company - so this argument does not work. This is your own personal judgement.  As per the essay WP:REMOVAL it is preferable that good faith edits remain in the article pending consensus so I am restoring it.  You have to make a better case for deleting this.  Gandydancer this section describes activity of BP that is fairly unique (and also pretty interesting wrt to company's efforts to do social marketing and the like)   it does belong in article about BP.  Please provide more reasoning for your stance. Thanks!
1	"forst of all get off your fat ass and get a job! second of all you need to quit putting false information on wikipedia ok! El Salvador wont have a crime section at all and if it will i will put one in the nicaragua one because nicaragua is the most corrupt and poor country full of thiefs the country is full of crime and i have articles and i will make a crime section for it i el salvador or san salvador has one. 

dont delete this because your not allowed to delete user comments ;)!"
0	Which bit of 'terrorist' do you not understand? Have you not read Wikipedia policy on such a designation wp:Terrorist
1	"hgfhfghdghgfgdh 

I hope you will suck my piss, fucking swine!"
1	Hanibal911You're a bastard Pro-Assad. The rebels Aleppo Central Prison have been completely. Assad's like you're a bastard. Many men like to have sex with your mother, mother-Assad.You're a genital fit. Many men will serve your mother every day, and every day it eats genital. But you and your bastard Assad and parents. No Gvhy can not eat. Of course I understand that when you and your parents bastard to eat not eat Wedge. I suggest that parents make you eat my wedge. In the hope that residents will separate your head from your body.
1	"guess what ==

your retarded

=="
0	""", 24 November 2011 (UTC)

My apology if you find a personal attack in my more recent comment above. I have re-read it and can still find none. You """"argue that we should make the definition of polygon consistent with what the lay public is likely to encounter and study"""", while I believe that """"the elementary logic of physical objects is best used in the introductory lead"""". That looks like agreement to me. Where we seem to differ is that you regard this as calling for a Euclidean mathematical definition, while I do not believe that the lay person has sufficient mathematical appreciation for that to be appropriate to the article lead.
As to the actual content, the lead grew historically as a result of several contributors thrashing out our differing approaches. What emerged should not be treated lightly, or substantially edited without prior agreement. I am happy to discuss the rest of your  proposal, and no doubt others will chip in to help reach a consensus. I did restore a little of what you wrote, but in the mean time let us not play ping-pong with the page itself.
On the matter of references, Regular polytopes and Convex polytopes are widely-read works which can hardly be described as specialised: they are indeed precisely what this lay person encountered and studied. Some others which I referenced are original sources - which, out of respect to you as a professional mathematician, I would not pull away from drawing to your attention. Others do move beyond a Euclidean treatment, and were there simply to make the point which begins the subsequent paragraph.
More directly relevant is the issue that most lay people would regard a pentagram as a """"star polygon"""", recognised as such since the days of Archimedes but excluded by the definition you gave, which is more formally understood as a """"simple polygon"""". While mathematicians such as Grünbaum and yourself might choose to frequently omit descriptors such as """"simple"""" or """"convex"""" in treatments of these objects (Grünbaum explicitly, yourself implicitly), a general introduction to the subject can take no such luxury. The article lead should conform as far as is possible to the lay person's preconceptions, whereby polygons may be divided into those which self-intersect and those which do not.
With that proviso, if you have ideas for significant changes to the article lead, I would hope you can share them with us  first. — Cheers,  (Talk) 20:34"""
1	"npov
You yell at me about NPOV, but your the fucking sock puppet."
1	Orangemarlin, you're an asshole and that's all there is to it!
0	"""

Century formats
Re: Alcohol laws of New Jersey. If you have a problem with centuries being spelled out (nineteenth and twentieth instead of 19th and 20th) you probably shouldn't have pointed to a policy (WP:CENTURY) that allows either form (in this case spelling it out) only requiring that usage be consistent. Claiming that the official title of a legislative act (TEA-21) that uses 21st (one mention that is not our writings and is something out of our control), is grounds for reverting 6 others in an article that is already """"internally consistent"""" as you put it, that is disingenuous and some would consider it disruptive editing. If you have any further comments, raise it on the talk page.  This is not a matter of ownership, it's just that these petty format issues (whether it be dates, centuries spelled or numbered, etc.) are aggravating and unnecessary, and it's audacity to insist upon it when your claims for it are baseless.  This contact is a courtesy and will be my one and only time. If you continue to revert, this will become a matter for WP:ANI.   """
1	Would you do me a favor and STOP FUCKING WITH MY INFORMATION. I don't know what your problem with me is, I am not a therapist, but I really think you need to take care of your own control issues. By the way you are neither a gentleman or a ghost. Take care of your own life and back off. Let this page be deleted and concentrate on your own excuse for existence.
0	"well, another proof that wikipedia is (over)run by jews 
...which correlates nicely with my personal experience and countless rumours.

For those jumpin' and screamin': look at your loan interest rates and their destination, look at Occupy Wall Street, look at whom you protect or who you are.  Think long and hard.

Linkdump:
 http://wikiscanner.virgil.gr/
 http://www.wired.com/threatlevel/2008/07/wikiscanner-cre/
 (forbes article removed already, web archive link
 http://tech.blorge.com/Structure:%20/2008/07/19/wikiwatcher-takes-a-closer-look-into-anonymous-wikipedia-edits/
 http://lealaabbott.com/wp/archives/15
 http://www.techdirt.com/articles/20080720/2035441742.shtml
 http://www.itproportal.com/2008/07/22/wikiscanner-guru-tackles-anonymous-wikipedia-edits/
 http://www.zdnet.com/blog/security/katie-moussouris-on-hope-2008-hope-springs-eternal/1587
 http://blogs.journalism.co.uk/2008/08/11/whos-behind-wikipedia-virgil-griffiths-wikiscanner-investigates/
 http://www.time.com/time/magazine/article/0,9171,1844545,00.html
 http://web.archive.org/web/20080919224915/http://blog.wired.com/27bstroke6/wikiwatch/
To sum it all up: you guys can decide that you don't need me, it's just fine since I don't need you.  But when you are blind enough to say that to the world, beware the world's answer."
1	. Crzrussian, slit your wrists
1	"""

 Image caption - Homosexual? 

The second image of an infected persons back has a caption which reads:
""""A 23-year-old homosexual man had an intensely pruritic, papulonodular eruption over his arms and back.""""

How is the fact, that the man is homosexual, relevant? The sexual orientation does not change the course of the desease and I believe that the comment could enforce the stereotype, that homosexual people are all infected with STDs.
I think it should just say """"A 23-year-old man...""""
88.217.49.147  """
0	"Hello 

Hi, Ursasapien. I was looking through WP:BU today, and realized a sockpuppet (Archtransit, a sockpuppet of ) had sockpuppets. How is it possible for a sockpuppet to even have sockpuppets? Is that even possible at all?"
1	I assume that you have never met foreigners. What are you doing here? Your contributions are of no importance. Mine are. Shout your mouth 4ever. Don't forget that the English that is spoken in your place, is not all the English. Don't pretend that you do not understand me. I edited an article that I didn't create, it was obvious that I was ready to change my mind and discuss all the matter in the talk page, as I did before meeting you, butyou came here and revert a whole article without any discussion. You insulted me so many times, that anyone else would have been benned since a long time, but you haven't been banned yet, and some WPs are wondering why. If you are trying to make me say some swearing words, please forget it. I'll never insult you personally as you did. You must be banned not me. We are here to discuss and learn.
0	"""
Unsurprisingly, trimming it down to only gaffes afforded their own page leaves very few. The article is much better served by discussing the topic and mentioning cases in context as they show up, rather than having a section that is based on what an editor may have an opinion is a particularly """"memorable"""" one (especially since there are a few hundred gaffes reported every single month, as far as I can tell). (let's chat) """
0	"VfD
On May 4, 2005, this article was nominated for deletion.  The result was merge/redirect.  See Wikipedia:Votes for deletion/Boc for a record of the discussion.  (spill yours?)"
0	See page 48 of the Freeh report for Freeh's explanation of what news articles are trying to explain. http://progress.psu.edu/assets/content/REPORT_FINAL_071212.pdf
1	"""

 This is of no consequence, I have listed my source, and you have listed yours (albeit you do not refer to when Obolensky calls them Slavs, or any source calling them slavs for that matter), you English are out for our History, and we know this only too well, you have ALWAYS tried to steal Greek History and destroy the Greek nation state as The French Consulate's History of the Greek Revolution shows. We will not tolerate it, the term """"Greek (I.e. 'Byzantine')"""" will remain on the front page, and there it shall stay. FYROMian claims are no more reliable than their claims """"Alexandor Makedonski"""" (they actually believe he called himself that! D) was a Slav. Oh, and by the way, Fuck the Queen and Fuck England."""
1	"nigger 

{{unblock|reason=Liar 98.162.163.72  }"
1	"This is what i mena SOME TOTAL BULLYING LITTLE HITLER CAM ON MY WEBSITE BANNED ME FOR 48 HOURS FROM EDING THEN REMOVES THE POST HE IS INDIVIATE OF LITTLE HITLER TYPES 
LITTLE HITLER = PETTY BULYINGF LAW ENFORCER THAT IS WHAT HE WAS."
1	uhhhh YOU DON'T OWN THIS SITE. SO DON'T TOUCH MY ARTICLES.
1	"Idiocy

I made a number of changes, clearly described in edit summaries, which vastly improved this article.  Now a series of utter morons have taken it upon themselves to revert my work for no reason whatsoever.  I'd ask them to explain themselves here but they have no possible explanation for what they are doing, so I just put this here to note how some people of appallingly limited intellectual ability are here not to build an encyclopaedia but simply to play some kind of bizarre game.  186.9.130.243  

Pretty hilarious that one of these sick idiots says to discuss things on talk while going around removing everything I post on talk pages.  Seriously, what a fucking child.  Pathetic.  186.9.134.92"
1	blow me, you facist douche
1	dont show me attitude i give u standing ovation of my middle finger-_- ( )
0	"""

Speedy deletion of Talk:The distance from top to bottom
 Please refrain from introducing inappropriate pages such as Talk:The distance from top to bottom, to Wikipedia. Doing so is not in accordance with our policies. If you would like to experiment, please use the sandbox 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines.    """
0	"Well... 
You could for instance beef up 'this with '''that. Cheers,"
0	And there you go again, tell me the most important person on Wikipedia so I may complain, how can my article not meet the policy, when i hadn't finished writing! The ATROSITY!
1	"""::::I note  and friends are now organising apersonal attack on  who wishes to become an admin.  has also gone about complaining that he has been accused of vandalism, when he himself has been accusing others of the same. I agree that he is also ignorant. That is to say, quite correctly in English, that he is deliberately """" ignoring """" all the discussion and negative consensuses against his block repetative block inserts. I also strongly agree that the Environmental criticisms that he erroneously continues to attack to this topic have no logical place in the article. He is in short nothing more than a troll. He also contines the same weak defences against numerous other contributors, accusing others of being Eurocentric, which has to be essentially racialist in essence or of vandalism rather than actually answering to the discussion.

"""
0	"""
 Mark identifies Jesus as """"the son of the carpenter"""" (more accurately, the people of Bethlehem do this). As Jospeh is the carpenter (""""tekton"""" in the Greek), there's no contradiction. The idea that God was Jesus' father developed later, as the idea that Jesus was the """"son of God"""" changed from its original Jewish meaning to a Greco-Roman interpretation.103.23.134.199  """
1	"hey 

you r a douche"
1	block me i don't give a shit
1	You don't want the truth?? She IS and WAS a tramp. Stop editing the truth moron.
1	"Blind as bats 

Not one of you has seen what I have done to this page. Obviously you rely on some form of program to revert vandalism and not your own eyes."
1	Rklaton is faggot and loves to suck cock and get his ass fucked by 30 guys a day
1	Oh Sh*t! I'm shaking in my boots, big bad admin! Get off my nuts, bitch.
0	Piotrus' and propaganda
1	"You need a life 

REALLY BAD.......................BITCH!"
1	"Who the HELL do you think you are? 

How dare you revert my edit to Quillacollo Province. I was making a friend smile, and you ruined it. In doing that, you also ruined my life. And my friends life. I'm going to cut your dog in half."
1	"HiDrNick  
Present for you fatty. Relax. don't get too excited, it's not a 5000 Rhino meal. [] []"
0	"SkyTeam/KLM
Not a problem. I figured I'd just preempt any attacks by crazed fans of either airline (there seem to be plenty of those here."
1	now that he's blocked me so that I can't respond to his lies
1	"I dont care I just want unblocked Damn it. After my final warning I DID NOT DISRUPT. I STOPPED
BUT SOMEONE ELSE BOTHERED HAUNTED ANGEL AND I GOT BLAMED. So unban me GD IT."
0	And on another note, what right does he have to send me blocking threats? I state my point - his reasosn are blatant false pretenses. And that is a valid case, ladies and gentlemen.
1	I am not attacking you man, i'm just sayinmg who you are - a computer worm. Being in wikipedia ~ 10 hrs per day is the status of computer worm. Am I right? Who agrees with me?
0	Thanks. The last group wasn't converted yet. For the dates of birth/death I'll start a discussion in the talk page.
1	suck my dick irish guy you faggot
0	Ah, so it should be assessed as start.
1	You sound like you are sexually frustrated. When did you last have sex?
0	Oh, I'm scared.  Who made you the Wikipedia police?
0	"""
Above user has no en talk page, but does have one at de:Benutzer Diskussion:Istiller
I don't see a problem with line-breaks in the text; rather, it's some junction shapes which are missing. The icons are pretty much all on commons, so any missing from en are likely missing from de also.   """
1	do not tell me to delete stuff you stinker!!!!!!!!!!!!!!!!!!!!!!!!!
1	Chavez sure isnt a hero. He's classic scum. And your dumb people fell for his shenanigans.
1	"Adolf... 

One of these days gonna come pay you a visit. Would love for you to stick your nose in affairs that don't concern you when we meet.
It's real easy to be a little wannabe Nazi while hiding in front of your little screen."
0	"""
 Forgive me if I'm wrong, BlazikenMaster, but your attitude of """"if you know so much about the book, why not make an article about it"""" stikes me as unnecessarily rude, people do have the right to there own thoughts. Cheers,  """
0	"""

 Russians in Georgia 

First, here's some statistics (all the Soviet censuses) for Georgia proper, South Ossetia and Abkhazia. It's in Russian but you shouldn't have any difficulties with these tables (Russians are """"русские"""" in Russian, just find appropriate columns).

Georgia

Ethnic Russians appeared in Georgia in significant numbers after Georgia became part of the Russian Empire in 1803 (Kartli and Kakheti) - 1878 (Ajara). There were 79082 and 19273 people who indicated Russian as their mother language in Tiflis Governorate  and Kutais Governorate  respectively. Dukhobors have to be mentioned as well.

As you can see from the census data the Russian population had risen from 83 to the maximum of 319 thousand between 1926 and 1959 and then began to decline slowly to 266 thousand in 1989. Migration and lower birth rates were the main reasons of this decline.

Obviously, many Russians left Georgia during the 1990s due to economic hardships (mainly, imho) and other reasons.

Abkhazia
..."""
1	"I agree 
At least I can't get blocked for typing true shit on my own page.  All the admins are gay.  I RUN THIS SHIT."
0	Will do Maralia. I edited as I saw it, but I supposed was following my own hunch.
1	"Miz 

Cut the shit, son. Stop reverting the changes before you are reported to the admins."
0	", 11 March 2012 (UTC)
 They can be fixed ;-) Jane Austin would be an article started many years ago using now antiquated techniques. Articles tend to stagnate where there were first built up and this often leaves key articles using older techniques. I've been looking at articles using these and their kin with an eye to refactoring them; it's all do-able. I quick-fixed a few that were simple.   09:47"
0	"""==GA Review==
:This review is transcluded from Talk:Laurence of Canterbury/GA1. The edit link for this section can be used to add comments to the review.

A few bits aren't clear to me. No suprises there I guess, given my almost complete ignorance of medieval English history:

I think the Gregorian mission mentioned in the lead needs just a word or two of explanation, such as """"... to convert the Anglo-Saxons to Christianity"""", or similar.

""""He was consecrated archbishop during the lifetime of his predecessor, Augustine of Canterbury. He continued efforts to coordinate with the native bishops of Britain, although his efforts were unsuccessful."""" I'd dearly love to combine these two sentences in some way, but I just don't understand what they're saying. So there were two Archbishops of Canterbury for a time? Who consecrated Laurence? Continued Augustine's efforts? """"Coordinate with the native bishops""""? In what way was he unsuccessful?

 Fatuorum """
0	Anodea Judith - using  and
1	"""

Yes! Thank you Salix Alba! This is what I mean. Enough of these calling me """"THE PIG MAN"""" McGeddon! Just because Michael Barrymore has not taken any legal action against the mirror does not mean that the article is libellious. I propose that the statement that Barrymore did the e-pill forcing and made other trouble in the gay club is a dubious one. However it does have a citation so we can't say . I learn.  """
1	"other diseases and
               misfortunes, who must wait as a poor servant, with money and
               property and everything I have! I wish they were in hell
               with the other Jews and whomsoever they would like to have
               with them."
1	"Mermaid: The Body Found rewrite 

Hi. Thanks for making that sentence about giant squid completely inaccurate you goddamn simpleton. Go home."
1	Now who's all up in arms about cultural minutiae. Face it bud, you didn't do you homework. Nor did you discuss on the talk page before you slapped a tag on it. I'm sure you can find some sort of wikijustification for your poor research. Just keep to stuff you know from here on out. Otherwise you'll get your ass handed to you over and over again. 71.102.2.128
1	"Are you a Jew 

Are you a jew? Don't pollute Obama's article with your snot."
1	"are you retarded? 

how did I attack an editor? Grow a brain, numnut."
1	hey dickwads. stop hijacking this wiki. these are the final days of ytmnd. they need to be documented. PS BY THE WAY, you're a fucking idiot for believing a wiki article as fact. do a whois lookup. fucking wikinazis. oopssorryguys.ytmnd.com/
0	"""

 There should at least be a mention of this alternative origin of the term! The meaning of Pharisee is still debated today by a number of religious thinkers: see Brian McLaren's book """"The Last Word and the Word After That"""", Hannah M.G.Shapero's article """"Zoroastrianism, Judaism, and Christianity""""."""
1	"Megadeth album article
This clearly isn't the first time you've made your own unconstructive edits. Put your goggles back on you nerd and sort yourself out. My edit was perfectly valid. Suck on it."
1	Fuck shit kwa kwa kwa!
1	"suicides

just looking at this article make me want to commit suicide."
1	"!

It is now inside your bones, your head. Haunt you forever"
0	"Free childcare

This should mention that the main purpose for Govt. paying for kindergarten, & all education, is for free childcare so both parents can work."
1	"Ed Cole

Fuck you and ed cole...Harry Sweoger, New YOrk Jew...."
1	Nazis murdered six million of my people. Why shouldn't they be killed?
0	], as well as [http://en.wikipedia.org/w/index.php?title=Post-it_note&diff;=82219445&oldid;=82217351 this one
0	", 18 January 2008 (UTC)

Try Eppy's page. That's all I know from the books. BTW, I said that it could be a  family tradition!

BTW (again) I started a new header, 'cos this is really getting interesting and because I wanted to. Complaints should be sent to , because he made me do it. Honest! ))   19:17"
0	"I removed something written by obnoxious teenagers regarding their water tower and dance team.  

Sean Broom"
0	"""
P.S.: regarding the word """"orthodox"""", a word's definition can become disconnected from its etymology, but this is not the case for """"orthodox"""". It still means """"having the right opinion/following the right practice"""". One more thing: if you call a particular class of file managers orthodox, it follows that FMs based on different approaches would be unorthodox, which - of course - is bullshit.  """
0	"""

 The 24 hour block that you placed on my account yesterday 

The 24 hour block that you placed on my account yesterday for personal attacks has just expired, and while I must say that I was not happy about the block, I harbor no hard feelings towards you. If you check my previous contributions, you can see that I have been a productive editor on Wikipedia. I'd just like to let you know that while I was guilty of personal attacks against  and , I was goaded into doing so by these two individuals. In order to avoid future blocks, I promise not to engage in anymore personal attacks, and if I am goaded by trolls such as these two individuals, I will simply ignore them. 

 was repeatedly reverting a comment which I made concerning statements made in the Hugo Chavez article which I found to be biased. My issue with  concerns his nastiness and uncivility. He is far too possessive of articles which he has created, and he becomes very angry when edits are made to such articles. After multiple revisions of LEGITIMATE edits which I made to """"his"""" articles, I told him to leave me alone. He proceeded to foul my discussion page with unwanted and unsolicited comments. When I objected to this, he goaded me into calling him a profanity.

While I respect your role as a Wikipedia Administrator, I'd like to respectfully request that in the future, you exercise better discretion when blocking a user based on one-sided information. Thank you for your understanding!   """
1	"A turd for you! 

For all your hard work. Found this in the toilet, so I picked it out and immediently thought of you. So here you go )"
0	Contact us to any inquiries on my contact No.9323005060./7506975207
0	"""

 I agree, the map is very inacurate, it clearly states """"the Soviet Union and its allies"""" - in red, and """"Non-aligned and neutral countries"""" in green. Yugoslavia was founder and member of Non-aligned movement and therefore the map is misleading."""
1	== GO DIE YOU WORTHLESS COCKSUCKING FAGGOT ==
1	"Get a reality grip! 

You suck, try to be responsible and take youre elected resonability for real, and be objective..."
1	Fuck off!!!!- () Wolfkeeper (Talk)
0	"""== Please clarify ==

""""According to the 2006 census, there are 31,153 people in Galway city who say they speak Irish....There are 1,500 Irish speakers in the city area.""""
What does this mean? If there are 1,500 Irish speakers does that mean there are nigh on 30,000 people lying about their ability to speak Irish? I assume """"Irish speakers"""" is supposed to mean """"as a first language"""", but that is in no way explicit. _uk """
1	I did tell her politely where to place her head in relation to her anus. I mean, I coudl have been rude about it. I was trying to be helpful, since I suspected that she does not know her head from her anus, and it may come in useful for her to understand the distinction between these very important body parts. Consider it an intervention.
1	You're mad?. Let me complete this article to this sunday, stop this madness with references, images, etc. Let me complete the article please. 190.242.99.226
0	"6D vs 7D 

regarding my 6D vs 7D 'undo', see my response on the talk page of that Canon table.  Don't bother with my talk page, it constantly changes because I get a different IP address every time I connect 108.96.100.101"
